Trtmt,Sp,Rep,ID,Plate,Tray,Row,Col,Date Sowed,H,Ex,C,Pheno,DateEmerg,D2Emerg,Survival,HarvestD,No.Lvs,WetWt,A_WetWt,B_WetWt,PhotoIDNo.,PhotoIDLet,PhotoIDAdd,PhotoID
100NaCl,Lettuce,2,6,2,5,2,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
100NaCl,Lettuce,2,7,2,5,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,8,2,9,8,3,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
100NaCl,Lettuce,2,9,3,10,4,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,10,3,12,3,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,11,3,12,6,3,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
100NaCl,Lettuce,2,12,3,1,2,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,13,4,4,7,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,14,4,8,7,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,15,4,2,3,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
100NaCl,Lettuce,2,16,4,10,5,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,17,5,10,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,18,5,3,7,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
100NaCl,Lettuce,2,19,5,7,10,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
100NaCl,Lettuce,2,20,5,8,1,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Basil,2,1,1,1,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,2,1,8,5,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
10NaCl,Basil,2,3,1,1,3,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,4,1,4,3,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
10NaCl,Basil,2,5,2,9,6,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,6,2,9,1,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,7,2,2,1,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
10NaCl,Basil,2,8,2,5,9,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,9,3,5,4,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,10,3,10,1,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,11,3,6,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,12,3,11,8,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,13,4,8,4,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,14,4,1,10,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,15,4,8,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,16,4,8,8,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
10NaCl,Basil,2,17,5,5,4,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,18,5,12,10,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,19,5,6,8,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
10NaCl,Basil,2,20,5,12,4,4,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
10NaCl,Lettuce,2,1,1,7,4,2,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10NaCl,Lettuce,2,2,1,11,6,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,3,1,2,4,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,4,1,4,7,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,5,2,6,2,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10NaCl,Lettuce,2,6,2,10,2,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,7,2,10,3,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,8,2,9,8,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,9,3,2,8,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,10,3,3,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,11,3,9,4,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
10NaCl,Lettuce,2,12,3,12,5,1,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
10NaCl,Lettuce,2,13,4,10,9,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,14,4,6,3,2,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
10NaCl,Lettuce,2,15,4,6,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,16,4,11,3,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,17,5,3,8,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
10NaCl,Lettuce,2,18,5,8,1,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
10NaCl,Lettuce,2,19,5,12,3,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
10NaCl,Lettuce,2,20,5,10,3,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25NaCl,Basil,2,1,1,10,7,3,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,2,1,11,9,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,3,1,3,6,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,4,1,6,8,2,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
25NaCl,Basil,2,5,2,1,3,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,6,2,4,4,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
25NaCl,Basil,2,7,2,4,8,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,8,2,12,4,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,9,3,7,4,4,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
25NaCl,Basil,2,10,3,8,2,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,11,3,2,10,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,12,3,11,1,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,13,4,1,2,1,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,14,4,6,5,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,15,4,12,5,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,16,4,9,7,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,17,5,9,9,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
25NaCl,Basil,2,18,5,3,2,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
25NaCl,Basil,2,19,5,8,3,3,27-Nov-16,1,2,0,1.2.0,01-Dec-16,,,,,,,,,,,
25NaCl,Basil,2,20,5,9,1,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
25NaCl,Lettuce,2,1,1,7,9,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,2,1,11,2,3,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,3,1,3,6,3,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
25NaCl,Lettuce,2,4,1,7,5,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,5,2,9,5,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
25NaCl,Lettuce,2,6,2,10,3,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,7,2,5,3,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,8,2,11,2,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,9,3,6,8,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,10,3,12,7,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,11,3,1,1,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,12,3,8,6,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,13,4,11,7,4,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
25NaCl,Lettuce,2,14,4,4,4,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,15,4,4,10,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,16,4,5,3,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,17,5,1,10,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,18,5,2,6,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
25NaCl,Lettuce,2,19,5,4,1,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
25NaCl,Lettuce,2,20,5,10,5,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
50NaCl,Basil,2,1,1,2,9,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,2,1,12,10,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,3,1,8,4,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,4,1,8,6,4,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,5,2,6,3,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,6,2,5,2,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,7,2,9,2,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,8,2,6,9,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,9,3,3,2,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,10,3,3,5,4,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,11,3,11,2,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,12,3,3,4,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,13,4,3,3,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,14,4,12,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,15,4,7,2,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
50NaCl,Basil,2,16,4,2,3,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,17,5,9,10,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,18,5,10,7,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Basil,2,19,5,12,3,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
50NaCl,Basil,2,20,5,7,8,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
50NaCl,Lettuce,2,1,1,7,1,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,2,1,7,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,3,1,10,2,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
50NaCl,Lettuce,2,4,1,6,5,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,5,2,1,9,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,6,2,4,7,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,7,2,3,2,4,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
50NaCl,Lettuce,2,8,2,2,1,1,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
50NaCl,Lettuce,2,9,3,1,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,10,3,2,8,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,11,3,9,2,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,12,3,3,10,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,13,4,4,5,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,14,4,10,4,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
50NaCl,Lettuce,2,15,4,8,4,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,16,4,6,6,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,17,5,9,5,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,18,5,9,10,3,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
50NaCl,Lettuce,2,19,5,11,7,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
50NaCl,Lettuce,2,20,5,11,5,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Basil,2,1,1,4,2,4,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,2,1,8,6,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
5NaCl,Basil,2,3,1,1,5,3,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
5NaCl,Basil,2,4,1,3,10,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,5,2,6,1,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,6,2,9,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,7,2,4,6,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,8,2,6,2,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,9,3,6,5,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,10,3,7,5,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,11,3,9,5,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,12,3,11,8,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,13,4,1,1,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,14,4,11,7,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,15,4,5,7,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
5NaCl,Basil,2,16,4,9,3,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
5NaCl,Basil,2,17,5,1,3,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
5NaCl,Basil,2,18,5,6,6,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,19,5,9,2,1,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Basil,2,20,5,11,4,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
5NaCl,Lettuce,2,1,1,12,8,4,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
5NaCl,Lettuce,2,2,1,11,5,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,3,1,1,4,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,4,1,3,10,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,5,2,4,1,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,6,2,4,2,2,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
5NaCl,Lettuce,2,7,2,8,7,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,8,2,12,10,4,27-Nov-16,1,2,1,1.2.1,04-Dec-16,,,,,,,,,,,
5NaCl,Lettuce,2,9,3,2,6,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,10,3,12,3,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,11,3,1,6,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,12,3,2,4,4,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
5NaCl,Lettuce,2,13,4,1,8,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,14,4,2,8,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,15,4,2,9,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,16,4,12,9,1,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
5NaCl,Lettuce,2,17,5,6,9,1,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
5NaCl,Lettuce,2,18,5,11,10,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
5NaCl,Lettuce,2,19,5,6,9,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
5NaCl,Lettuce,2,20,5,9,3,4,27-Nov-16,1,2,1,1.2.1,28-Nov-16,,,,,,,,,,,
Hoag,Basil,2,1,1,6,9,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,2,1,12,9,2,27-Nov-16,0,2,0,0.2.0,04-Dec-16,,,,,,,,,,,
Hoag,Basil,2,3,1,4,4,3,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
Hoag,Basil,2,4,1,6,3,1,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
Hoag,Basil,2,5,2,5,6,4,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
Hoag,Basil,2,6,2,5,10,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
Hoag,Basil,2,7,2,7,2,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,8,2,5,5,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
Hoag,Basil,2,9,3,7,7,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
Hoag,Basil,2,10,3,10,6,1,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
Hoag,Basil,2,11,3,2,6,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,12,3,4,3,4,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
Hoag,Basil,2,13,4,4,6,3,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
Hoag,Basil,2,14,4,10,10,4,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,15,4,5,10,2,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
Hoag,Basil,2,16,4,11,1,1,27-Nov-16,0,2,0,0.2.0,,,,,,,,,,,,
Hoag,Basil,2,17,5,8,2,3,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,18,5,1,2,2,27-Nov-16,0,2,0,0.2.0,30-Nov-16,,,,,,,,,,,
Hoag,Basil,2,19,5,11,5,2,27-Nov-16,0,2,0,0.2.0,01-Dec-16,,,,,,,,,,,
Hoag,Basil,2,20,5,3,3,2,27-Nov-16,0,2,0,0.2.0,02-Dec-16,,,,,,,,,,,
Hoag,Lettuce,2,1,1,12,9,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,2,1,3,5,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,3,1,8,10,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,4,1,11,1,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,5,2,7,9,4,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,6,2,10,10,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,7,2,10,1,3,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,8,2,1,5,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,9,3,6,5,2,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,10,3,3,1,1,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,11,3,3,9,4,27-Nov-16,1,2,1,1.2.1,30-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,12,3,6,7,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,13,4,5,4,1,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,14,4,2,9,3,27-Nov-16,1,2,1,1.2.1,29-Nov-16,,,,,,,,,,,
Hoag,Lettuce,2,15,4,4,9,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,16,4,2,2,2,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
Hoag,Lettuce,2,17,5,9,3,3,27-Nov-16,1,2,1,1.2.1,02-Dec-16,,,,,,,,,,,
Hoag,Lettuce,2,18,5,2,2,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,19,5,1,7,4,27-Nov-16,1,2,1,1.2.1,,,,,,,,,,,,
Hoag,Lettuce,2,20,5,1,8,3,27-Nov-16,1,2,1,1.2.1,01-Dec-16,,,,,,,,,,,
